Text,Label,Num_words,Length_class
"The NCDC have been dropping the COVID-19 figures like INEC was dropping the election results, and Nigerians waiting to hear the results of the government officials like they waited for the election results of Kano, Katsina, Kaduna, etc. So far the results favours the electorates",UNINFORMATIVE,45,2
"Reports from staff and family members who had loved ones become ill and die from the #coronavirus in Andover Rehabilitation and Subacute I and II have prompted an investigation, which resulted in the removal of 13 bodies from the Subacute II facility. HTTPURL",UNINFORMATIVE,43,1
just saw the procedure to test for covid 19 and it looks so painful that i’ll just have to stay my ass at home even if i suspect anything HTTPURL,UNINFORMATIVE,30,1
Number of #COVID19 cases in Rajasthan now 40. Two new cases diagnosed on Thursday - one each in Jaipur and Jhunjhunu One Covid-19 dead in Bhilwara though he had chronic renal disease had a brain stroke on March 3 #HelpFightCorona #CoronavirusPandemic #CoronavirusLockdown,INFORMATIVE,42,1
"At least 5 Senators are reported to have dumped stocks after a COVID-19 briefing. The other 4 are Repubs, but now also Dianne Feinstein (D). They all need to be investigated &amp; held to account if found to have engaged in insider trading.",UNINFORMATIVE,43,1
"@USER enjoyed your COVID leadership assessment. Might I make the case for South Africa’s Cyril Ramaphosa to be included? Decisive, compassionate action, faster and tougher than most in West. Vital African leadership for an immunosuppressed country.HTTPURL",UNINFORMATIVE,36,1
"For example, as of today, travel in Marion County, west of Chattanooga, has dropped only 1%, per Unacast data. Marion County has reported 13 cases of coronavirus and one death.",INFORMATIVE,30,1
"A total of 1,297 patients of the novel #coronavirus disease were discharged Monday from hospital after recovery on the Chinese mainland, the National Health Commission said Tuesday. In total, 59,897 patients had been discharged from hospital by the end of Monday. HTTPURL",INFORMATIVE,42,1
"COVID-19 has made life harder for asylum-seekers, meaning “more people are in crisis than ever before”, says Jesuit Refugee Service case manager Katie Spiroski. HTTPURL via @USER @USER HTTPURL",UNINFORMATIVE,29,1
PM's near-death experience could change his attitudes to NHS | UK News | Sky News &lt; More junk journalism from Sky! Boris has always put the NHS first. #BackBoris #COVID19 #coronavirus #NHS #journalists HTTPURL,UNINFORMATIVE,34,1
#RLBNEWS Coronavirus update April 6 A total of 50 sample reports were received and all are tested negative. Watch the video For Ladakhi HTTPURL For Hindi HTTPURL,INFORMATIVE,27,1
Public health officials in rural Macoupin county are working to contain an early outbreak of COVID-19. The top health official told me she’s gone 5 days without sleep as she and her staff work to track everyone down who came into contact with known cases. Her story airs at 10.,UNINFORMATIVE,50,2
"We have a new tool to track #COVID19 cases in each California county. Here's where things stand this morning in Sacramento, Yolo, Placer and San Joaquin counties. HTTPURL HTTPURL",UNINFORMATIVE,29,1
"it's Friday Let's pray for all those people who died due to Covid-19. Ya Allah, forgive their sins and grant them Jannah 😥❣ &amp; save rest of the people from Coronavirus Ameen❣ #JummaMubarak #Corona",UNINFORMATIVE,34,1
Coronavirus: Australia to 'shut down overnight' if COVID-19 hits truckies HTTPURL,UNINFORMATIVE,11,0
"It is difficult to ascertain if the death was due to #COVID19 and there are possibilities that it could have occurred after a heart attack, according to the District Medical Officer HTTPURL",UNINFORMATIVE,32,1
Checkpoint and border control at National Highway of Brgy. Labinay in connection to the COVID-19 outbreak to determine the to locate and identify Patients Under Investigation (PUI) and Persons Under Monitoring (PUM) upon entering our AOR HTTPURL,UNINFORMATIVE,37,1
Zimbabwe - Victoria Falls 1st confirmed case of #covid19 in the country. A Victoria Falls resident who had travelled to UK and was self isolating. #nCovAfrica HTTPURL,INFORMATIVE,27,1
"Wait... what? “The Atlantic could only verify that 1,895 people have been tested for the coronavirus in the United States, about 10 percent of whom have tested positive. “ #coronavirusUSA #Covid19US #pandemic #CoronaVirusSeattle #Covid_19 #coronavirus #NewYork #seattlecovid19",INFORMATIVE,37,1
WUHAN WHERE THE ZERO COVID19 PATIENT WAS DECTATED AND RECOVERED IN A MONTH —- THIS IS SOMETHING ELSE AND IF THIS COMES IN HAND OF TERRORIST THAN FINISH HUMAN DIES KEEPING WEALTH BEHIND,UNINFORMATIVE,33,1
GOOD NEWS: Barr says John Durham’s Russia investigation persists during coronavirus outbreak HTTPURL #Trump2020 #Storm,UNINFORMATIVE,15,0
"Gov. Lamont, Danbury/Norwalk Hospital reps, DPH and special it’s address the media about positive COVID-19 test. Say they are closely monitoring people who came in contact with the employee. HTTPURL",UNINFORMATIVE,30,1
"The 7 Best COVID-19 Resources Discovered So Far. The Visual Capitalist team curated a list of quality information on the virus and its impact. Fact-driven, reliable sources. #covid19be #factsmatter #coronavirus @USER #coronavirusupdates #covid2019 HTTPURL",UNINFORMATIVE,34,1
"I was going to say Pakistan's already probably crossed 500 cases of Corona virus, but when it becomes official by morning AND Punjab records over 100 cases of Covid-19, then the gravity of the situation will hit home to enough people, to the important people and the denialists. HTTPURL",INFORMATIVE,49,2
"Baystate Health reported Friday it has now tested 377 individuals for coronavirus. Of those tested, 17 were positive for COVID-19 and 147 were found to be negative. HTTPURL",INFORMATIVE,28,1
"Even smart people can do stupid things. 125 members of my aviation Club went on a four day marriage cruise last weekend. 20 returned home Ill. Two of the oldest just died. Two more on ventilators. Good friends all. I’m mad at the world today. Sorry, not sorry. #coronavirus",INFORMATIVE,49,2
"#EasterMonday brunch at home. For a moment we could pretend there's no #Corona #Covid_19 in #NewYork. Today, back to the reality of #homeschooling, a zillion calls and #zoom meetings. But we're healthy and staying positive! 💪 HTTPURL",UNINFORMATIVE,37,1
Toorak clinic in Malvern where doctor works is now closed until further notice and all patients/staff being asked to self isolate. Two nursing home residents in Malvern also isolated in rooms after doctor tests positive to coronavirus @USER @USER,INFORMATIVE,39,1
"*Friday, March 20, 2020, 5:20pm. COVID-19 confirmed cases reported in Lubbock: 5. Texas case count: 194. Texas deaths: 5* Source: HTTPURL (1/2) HTTPURL",INFORMATIVE,23,1
"Shamkhani, #Iran's Supreme National Security Council Secretary just told Iraq that they were ready to help them in dealing with #COVID19. Even while 2000+ Iranians have died due to the regime's incompetence, hospitals are overcapacity, &amp; people are collapsing on the streets. HTTPURL",INFORMATIVE,43,1
"The Denver Post has compiled a map of Colorado coronavirus cases, as reported by the Colorado Department of Public Health and Environment. HTTPURL",UNINFORMATIVE,23,1
New data reflects the number of COVID-19 cases with overlapping information on medical resources available to meet the needs of residents. Three counties in the MCN Nation jurisdiction are among the top ten most affected counties. HTTPURL,UNINFORMATIVE,37,1
BREAKING +24 Kerala #Covid19 (9 from abroad; rest contact) Kasaragod 12 EKM 3 TVM 2 TCR 2 MLP 2 KANNUR 2 PKD 1 Recovery: TVM and Kozhikode 1 each 237 active,INFORMATIVE,31,1
Another horrifying day in Italy as they record their worst day for mortalities from #coronavirus since the outbreak -793 people have died in 24hrs -4825 have died so far,INFORMATIVE,29,1
Really helpful to start getting some hard data from China on how children have been affected by #COVID19: noting only 3 positive critical cases from 2143 proven/suspected cases. Much more likely we’ll have to anaesthetise asymptomatic covid+ kids for incidental surgery #time4PPE,INFORMATIVE,42,1
@USER Open border is over. It will never recover after this covid19 Nationalism will accelerate around the world even in Europe Borders will be respected again. Nations will put their own people first. Pro-family policies will be put into place over pro-immigration policies.,UNINFORMATIVE,43,1
"#CoronaVirusUpdate : Mauritania, a country in West Africa, is the second country to get free of coronavirus. 1 death and 6 cured .",INFORMATIVE,23,1
"Naguru referral hospital has designated isolation centres in preparation for #COVID19. However, while medics know what to do, there is still limited space in case of an outbreak. #UBCNews HTTPURL via @USER",UNINFORMATIVE,32,1
"Leh cab driver, who tested ‘negative’ for COVID-19 twice, tests positive after third test Officials in Ladakh told this happened because of a miscommunication between authorities in Leh and the testing facility in New Delhi.@USER @USER @USER",INFORMATIVE,37,1
"A surge in coronavirus cases is expected to hit in the second or third week of April, said Ohio State's Michael Oglesbee. HTTPURL",UNINFORMATIVE,23,1
"Huh? Chattanooga-Hamilton County Health Dept Administrator of Health Services Becky Barnes says in this afternoon’s presser that “we may have more negative [COVID-19] test results this afternoon, but we won’t have more positives.” How does that work??? What test works that way?? HTTPURL",UNINFORMATIVE,43,1
"BBC News-Coronavirus Imperial College London modelling, used to inform government has suggested 500,000 could have died by August in the UK if the virus was left to rip through the population The research from Imperial College was published on 16 March 2020 #COVID19 #NHS HTTPURL",UNINFORMATIVE,45,2
#COVID19 【France🇫🇷】230 new cases and 2 new deaths in France France now has 653 coronavirus cases.,INFORMATIVE,16,0
"A research center at the University of Washington estimates, as of Wednesday, that 1,367 Iowans will die by Aug. 4 of COVID-19. Would like to know what defines COVID-19 related ""death"" in this case. It matters. #CoronavirusPandemic HTTPURL",UNINFORMATIVE,38,1
Maybe Coronavirus is a windmill of the McIntyre Finals system. We should bring it back just in case.,UNINFORMATIVE,18,0
@USER Now I get it. There was no new news on COVID-19.. Trump called a 7pm news conference because Biden had a Video Town Hall at 7pm. It was political. Good News.. Trump gave Biden lots of material for a truthful but ugly campaign ad! @USER @USER @USER,UNINFORMATIVE,48,2
"Trump is doing everything possible unlike Obama who let thousands die. Perino: Governors should be 'careful' criticizing Trump’s coronavirus task force, it could backfire HTTPURL",UNINFORMATIVE,25,1
"FL Gov. DeSantis says once the shelter in place was issued in NYC -- people ""started fleeing the city"" and coming to Florida. He says NYC is now the epicenter of the world for COVID-19.",UNINFORMATIVE,35,1
"Spain passed another grim milestone as it grappled to contain its coronavirus outbreak on Thursday, reporting that more than 10,000 have now died in the country as a r…​ HTTPURL",INFORMATIVE,30,1
Raiwind Palace and Bilawal House #Lahore should be converted in quarantine centre for suspected #Coronavirus patients. #CoronaInPakistan #CoronaVirusUpdate,UNINFORMATIVE,18,0
The flag is at half staff and the funeral bunting is up at the @USER where veteran squad Detective Robert Cardona worked. He died yesterday from complications of #COVID19 and had recently beaten 9/11 cancer. HTTPURL,INFORMATIVE,36,1
#Stanford University and #USC will temporarily move classes #online due to #coronavirus . @USER Today it was reported that 3 USC students were suspected of having the virus.,INFORMATIVE,28,1
"We hoped for a #GreenNewDeal - but the #US #coronavirus relief package contains no #climate stipulations. Bailout for #airlines &amp; cheap loans for #fossilfuel firms, but no new demands to combat #globalwarming. A lost opportunity costing $2 trillion... HTTPURL",UNINFORMATIVE,39,1
"A renowned doctor and a journalist truly sat on national TV and without any shame concluded that since Africans are going to die anyways, the trials against covid19, should happen on Africans Every weapon formed against the African continent , may it instead hurt our oppressor HTTPURL",UNINFORMATIVE,47,2
"Coronavirus: Italian patient ‘fully recovered, to be discharged soon’ HTTPURL HTTPURL",INFORMATIVE,11,0
"#COVIDー19 Data just came from Italy. Number of deaths in one day: 793. In Spain, the number of dead in a day: 285 please #stayathome HTTPURL",INFORMATIVE,26,1
There have been 50 more deaths related to #COVID19 in Scotland overnight. The overall number of deaths in the country now stands at 126. In Grampian 128 people tested positive &amp; the number in the Highlands has risen to 65. HTTPURL,INFORMATIVE,41,1
@USER @USER President Trump was right again!…à on Hydroxychloroquine! ….France Officially Sanctions Drug After 78 of 80 Patients Recover From COVID-19 Within Five Days HTTPURL HTTPURL,INFORMATIVE,26,1
"At this time, officials say there are no confirmed cases at the school. Listen as KUNR’s @USER and @USER break down the cases of COVID-19 in Nevada at HTTPURL For continued updates on the #coronavirus in Nevada, visit HTTPURL",INFORMATIVE,39,1
"Just in case you thought it was only chloroquine that was prescribed for asthma therapy: ""Hydroxychloroquine in steroid-dependent asthma,"" Pulmonary Pharmacology 1988 HTTPURL Let's ask Nussbaum if Fauci stole his patents grafted into #Covid_19 @USER",UNINFORMATIVE,35,1
"PA gov’t spokesman say four new cases of #COVIDー19 confirmed in Ramallah, two in #Gaza, total at 59; 17 of whom have recovered.",INFORMATIVE,23,1
"The East Side Health District – which is responsible for East St. Louis, Canteen, Centreville and Stites – reported its first death from COVID-19, an older female with previous underlying health conditions, on Monday, April 6. It reports 23 positive tests to date.",INFORMATIVE,43,1
Fifth drive-in coronavirus test centre opens - in rugby stadium. 50 test centres for NHS. Also Roche its on track to open confirm 10 labs in UK HTTPURL,UNINFORMATIVE,28,1
A Collingwood staff member who was recently overseas has tested positive for the COVID-19 virus. The staff member has at no point been in any contact with players or staff members at Collingwood since returning and has therefore presented no transmission risk to the club.,INFORMATIVE,45,2
"What is behind agenda of #bbcnews ?Looking for other factors than Coronavirus death.Possibly economic deprivation has inflicted old and poor as well as sick or retired pensioners?Or looking for short of PPE and ventilator,nurse,doctor and care workers? Look at Tory government.",UNINFORMATIVE,41,1
"#Coronavirusmexico Secretive #Coronavirus-infected GrandPrincessCruiseShip's some 2600 guests&amp;1150 crew pos exposed&amp;/orcarried virus to 4 #Mexico City PortsOfCall Feb16: Puerto Vallarta, Jalisco Feb17: Manzanillo, Colima Feb17: Mazatlan, Sinaloa Feb18: Cabo San Lucas, Baja Calif",INFORMATIVE,32,1
"COVID19 fatalities are roughly 1 for every 30 cases, suggests it’s about 34 times deadlier than the flu. And the number of confirmed cases of #COVID19 here is so low is that the USA has done less testing since the epidemic began than other nations #FAIL HTTPURL",UNINFORMATIVE,47,2
Amazon removes hundreds of thousands of 'high-priced offers' amid coronavirus price gouging HTTPURL via CNBC #news #CNBC,UNINFORMATIVE,17,0
".@USER confirms a total of 126 cases of COVID-19, that’s an increase of 47 cases from yesterday. ISDH says 833 people in the state have been tested, including 279 who were tested in the past 24 hours.",INFORMATIVE,37,1
"India, which is under the largest lockdown in the world, is readying to undertake a massive testing programme to identify COVID-19-positive cases after the 21-day period ends in a move that public health experts have been calling for.",UNINFORMATIVE,38,1
"Update: ranking of countries by number of reported deaths from #COVID19, and the growth of that in the 24 hours before midnight GMT. Both the US and France reported more than 1,000 new deaths in a day. HTTPURL",INFORMATIVE,38,1
"Back in 2003 The Record profiled John Brennan of Little Ferry. Unfortunately John died today from the coronavirus, but let's remember his life through this profile. HTTPURL via @USER",INFORMATIVE,29,1
"Uganda has confirmed its 1st COVID-19 patient, He is quarantined at the Airport as he returned from Dubai.🦠🦠🦠😷",INFORMATIVE,18,0
With the Olympics being rescheduled for the summer of 2021 when should the 2021 World Championships be held? Coronavirus: World Athletics in discussions to find new dates for Oregon 2021 HTTPURL #Tokyo2020 #Worldchampionships #coronavirus,UNINFORMATIVE,34,1
"@USER You said you have tested more than 5k suspected cases of #COVID19 in Nigeria and you only have 407 confirmed cases, and you are still telling us to expect more cases. Now my worries are that it is either you are testing the wrong people or your pace is slow in testing.",INFORMATIVE,53,2
its funny how Bill Gates wants to test the #vaccine for #COVID2019 in Africa first yet its the European countries affected in large numbers 🤔,UNINFORMATIVE,25,1
"@USER An infant has died of COVID-19. In the United States, one quarter of those who needed to be hospitalised with the illness were under 50.",INFORMATIVE,26,1
"❌Over $160,000 (and counting) lost in wages just this week. ❌Over 250 Jobs lost (and counting) ❌Over 900 shifts lost (and counting) This is the impact of the #Coronavirus for 1 in 3 workers across Australia. #auspol HTTPURL",UNINFORMATIVE,38,1
"BREAKING: Gov. Kay Ivey issued a new statewide health order today in response to the growing cases of COVID-19 in Alabama. This is in effect until April 5. Some of the highlights include: -All restaurants, bars and breweries can NOT have on-site consumption.",UNINFORMATIVE,43,1
An SSM Health doctor is the latest case we've learned of who has tested positive for COVID-19. Officials say the doctor had no contact with patients after showing symptoms. HTTPURL,INFORMATIVE,30,1
"One of my teenage daughters got really sick in Jan. 2 Flu tests were negative. She was prescribed Omnicef for a possible sinus infection, then Azithromycin when she got worse. I didn't think it was a sinus infection. Now it sounds a lot like Covid-19. Z-pak worked!",UNINFORMATIVE,47,2
@USER NC has 2 COVID19 cases from Italy and Washington. Trump is an idiot.,INFORMATIVE,14,0
"#COVID-19: Buhari approves recruitment of 774, 000 Nigerians. The Minister of Finance, Budget and National Planning, Zainab Ahmed, says President Muhammadu Buhari has approved the engagement of 774, 000 Nigerians Read Fulll&gt; HTTPURL",UNINFORMATIVE,33,1
1 new confirmed case of COVID-19 in Ott. Sunday. TOTAL 21 cases Woman in her 20s. Self isolating. ** reminder @USER says there are many MANY more cases out there in Ottawa. Cases we cant’ test who could be spreading it. As many as 2000 cases. Stay home. Keep at it.,INFORMATIVE,51,2
"If you're using Wet Ones wipes for coronavirus, STOP! ✋ ""They have not been tested against viruses, including Coronavirus."" HTTPURL ⚠️ MAKE SURE YOUR HAND WIPES ARE AT LEAST 60% ALCOHOL ⚠️ HTTPURL Stay safe and healthy, everyone!! 💖",UNINFORMATIVE,39,1
"Germany🇩🇪 - 22 213 cases - 84 dead - 0.4% death rate Germany test centers have numerous patients waiting for testing #COVID19 although they did not receive a referral notice from the doctor as basis for the test. In Munich, some even tried to bribe doctors to let them queue.",INFORMATIVE,50,2
"#IAFFecho @USER : RT @USER Biden is listening to a D.C. EMT talk about being on the frontlines of the fight against coronavirus. Tony says there have been 120 D.C. firefighters exposed, 12 tested positive. Tony is bravely talking about th… HTTPURL",INFORMATIVE,42,1
"@USER Italy numbers seem to have been skewed ! “On re-evaluation by the National Institute of Health, only 12 per cent of death certificates have shown a direct causality from coronavirus...” About 500 the true number then? Dafuk HTTPURL",UNINFORMATIVE,39,1
"BQQM AG Barr instructs federal prosecutors to prioritize investigations of coronavirus scammers and hackers: “The pandemic is dangerous enough without wrongdoers seeking to profit from public panic, and this sort of conduct cannot be tolerated,” HTTPURL",UNINFORMATIVE,36,1
"(PARIS, France.) #Coronavirus Latest Report: 11,000 confirmed cases including 372-deaths as the army on Friday started dispatching materials to build a makeshift military hospital to provide around 30-intensive care-beds in eastern… HTTPURL HTTPURL",INFORMATIVE,33,1
"@USER Covid19 is real, that everyone should know. NCDC are only attended to some group of high ranked individuals, there's a case of a patient in Kwara, he got back from the UK and contacted the said virus and they try to reach the NCDC to come pick him up but got no response",INFORMATIVE,54,2
Kershaw and Richland are two of the main hotbeds of infection in SC. This should not have happened - we knew in March what was going on. I am saddened at this loss. Six People Die of COVID-19 After Attending South Carolina Funeral HTTPURL via @USER,INFORMATIVE,46,2
"Indeed prevalence is likely much(!!) higher than diagnosed/reported in the US (@USER Italy &amp; Iran. However, numbers from South Korea (140,000 tests, 6,300 COVID-19 cases, 42 deaths) suggest mortality in &lt;0.7% (1 out of 142). This should not destabilize our society.",INFORMATIVE,41,1
"**Coronavirus in MD. update** @USER is asking anyone at the Village of Rockville, a retirement community, Feb. 29 between Noon-6pm to see their health provider to be tested. To date in MD. 44 people tested, 33 negative, 3 positive and 8 tests are pending. @USER HTTPURL",INFORMATIVE,46,2
Trump on #Covid_19 is the Mexican equivalent of Felix “Ta bien” (“Está bien”) ... minus the unfolding grand strategy. HTTPURL,UNINFORMATIVE,20,0
"To Hoteliers, Resort workers &amp; Travel Management Companies who are directly impacted by the lowered sales brought by the #COVID19 outbreak, praying for our industry to recover.",UNINFORMATIVE,27,1
Need y’all to get off of Al Gore’s internet... you are clogging up the lines. WiFi is slow as a turtle. 🐢#Covid_19 93 AOL dial up.,UNINFORMATIVE,26,1
".@USER deplanes at PBIA. His day began in DC with a #coronavirus spending package, took him to Nashville tornado recovery efforts, on to the CDC HQ in Atlanta, and ended in West Palm. @USER HTTPURL",UNINFORMATIVE,35,1
Hawaii Lt. Gov. Josh Green is calling for a 60-day pause in cruise ship travel to the United States after former Grand Princess passenger tests positive for COVID-19 in the island state. via @USER,INFORMATIVE,34,1
Mayor of Helsinki @USER will give an English language info presentation at 17:30 tomorrow Tuesday 31 March on the COVID-19 / coronavirus situation. Live-streaming details below.,UNINFORMATIVE,26,1
"“A million people are laid to rest on this New York City islet, including some who died of AIDS, tuberculosis—and now coronavirus.” #urbanhistory #COVID19 HTTPURL",UNINFORMATIVE,25,1
"Karnataka, Telangana, Delhi and Punjab Pull Out From Phase-1 of Lockdown Relaxation as Covid-19 Cases Spi... - News18...",UNINFORMATIVE,18,0
I suspect Nigerian politicians are using the covid19 steal funds already. Wetin covid 19 dey find for Kastina????,UNINFORMATIVE,18,0
Lagos State Government discharges five more #coronavirus patients today. A total of 8 patients have tested negative and have been discharged! Nigeria is gradually killing covid-19. Glory to God!,INFORMATIVE,29,1
"DHHS has been padding the #'s all along. Trying to run up the count to justify the lockdown. DHHS reports deaths ""related to"" Coronavirus as opposed to ""caused by"" Coronavirus ... I/o/w, death not actually caused by Coronavirus, only that deceased had tested positive. #nhpolitics",UNINFORMATIVE,45,2
"79/348 = 0.22 =&gt; 22.7% India's current #CoronaVirus fatalities rate based on closed cases data as of 5th Apr, 5 pm. Don't risk exposure. Don't infect elderly, comorbid condition persons.",INFORMATIVE,30,1
Marine Corps Closes Parris Island Boot Camp to New Recruits as COVID-19 Cases Spread HTTPURL,UNINFORMATIVE,15,0
"Indo-Tibetan Border Police: 215 evacuees from Milan (Italy) at ITBP Chhawla Quarantine Facility, Delhi have tested negative for #Coronavirus after 7 days stay at the facility. Group includes 151 males &amp; 64 females. Most of these evacuees are students studying in Italy. HTTPURL",INFORMATIVE,43,1
"@USER The country like Japan and US that does not test or does less will lose the war against COVID19. South Korea, Italy, UK carry out large tests. S.Korea 178,189 tested, Italy 42,062 tested. Testing the suspected people is like removing mines from ground.",INFORMATIVE,44,1
"1. The VA released a 262 page #coronavirus response plan on Friday. It is worthwhile to know its major points because they indicate expectations within a key sector of the federal govt. 1st: the VA predicts that 1/3 of its workforce (approx 338,000 fulltimers) will be unable",UNINFORMATIVE,47,2
"Thread 24/X It's March 19, 2020 at 8:49 AM (PST) and according to @USER the current number of #coronavirus / #COVID19 cases in the U.S. is 14,250. (+570 in the last 14 hours). There have been 205 deaths reported. HTTPURL",INFORMATIVE,40,1
"-ABEL TO YZERMAN: PSA- COVID-19 Cases In Michigan- Please Stay Home If At All Possible: from Karen Bouffard of the Detroit News, Michigan had 1,035 confirmed COVID-19 case resulting in eight deaths through 10 a.m. Sunday, according to the latest numbers… HTTPURL",INFORMATIVE,42,1
@USER @USER @USER Stop wailing...the UK that did has hundreds of confirmed cases plus scores of death arising from Covid-19. Every Nigerian that have returned home has been advised to self quarantine for fourteen days. Should the government have infringed on their Fundamental Human Rights?,UNINFORMATIVE,45,2
"Sounds suspicious to me, . . . 11 people have died of the COVID-19 disease in the U.S., most of them from a single nursing home in the Seattle area. An investigation of the Nursing home should take place Negligence or allowed to happen? These days you have to question everything",INFORMATIVE,51,2
"Los Angeles and Cleveland jails have released hundreds of people at-risk of becoming infected with the coronavirus, while some other prisons have suspended in-person visits in response to the COVID-19 pandemic. HTTPURL",UNINFORMATIVE,32,1
Delta state is not under FG's lockdown. I do not see any scientific reason behind locking down a state without a case of COVID-19 . The aim of locking down a city with cases is to prevent infected persons from moving to other cities &amp; to indentify &amp; locate contacts with ease.,UNINFORMATIVE,52,2
"HEAT PODCAST: Journalism professor Andrew Miller caught #COVID19 on a trip to the UK. Within days of returning home, he was in the ICU fighting for his life. @USER shares his ordeal and road to recovery w/ @USER LISTEN: HTTPURL",INFORMATIVE,40,1
"Out of the blue tonight, it is announced that there is a 1st #Coronavirus death in LEE COUNTY, FLORIDA. This is the first mention of ANY illness in Lee County. The cover-up is real: protect Trump, protect tourism, prevent people from knowing the truth. Thanks @USER",INFORMATIVE,46,2
JOHN MCBETH : Why Indonesia has world’s highest Covid-19 death rate? World's fourth most populous nation's crisis response is under rising fire as virus cases and deaths surge. #CoronavirusPandemic HTTPURL,UNINFORMATIVE,30,1
"#Coronavirus cases &amp; deaths reported by Iran, as recorded by @USER HTTPURL This study by @USER @USER Sherbo, @USER @USER &amp; Khan: HTTPURL estimates these are undercounted by a factor of at least 50, and maybe 500. HTTPURL",UNINFORMATIVE,38,1
"I’m rly tired of seeing y’all uneducated asses being racist towards Asian ppl. I know you’re scared bc the coronavirus is a new virus n all but BRO just watch the fckn news and you’ll see that on +100.000 ppl infected, +53.000 are cured n +3.400 died, so stop ur shit. Thanks.",INFORMATIVE,52,2
"Experts and Trump’s advisers doubt White House’s 240,000 coronavirus deaths estimate - The Washington Post “I wish there were more of a concerted national plan. I wish it had started a month and a half ago, maybe two months ago,” Shaman said. HTTPURL",UNINFORMATIVE,43,1
"About 5.9% of Minnesota's labor force has filed for unemployment amid the COVID-19 crisis, DEED Commissioner Grove says. 17,255 new applications yesterday, which Grove says is about average, so not a huge jump after the Stay-at-Home announcement.",UNINFORMATIVE,37,1
"@USER implores residents to stay home to limit the spread of COVID-19. There are 230 positive cases of COVID-19 in Rockland. Additionally, we are reporting a third death, which occurred on March 18, within Rockland County due to COVID-19. Details: HTTPURL HTTPURL",INFORMATIVE,42,1
"@USER @USER Australian &amp; nothing to gain Influenza USA Stats per Time based on CDC 2018-9 61,200 died 2017-8 79,400 died HTTPURL According to WHO you're only on 18,516 deaths COVID19 We are all being #COVID19 conned by our medias, politicians, profiteers &amp; even our medics HTTPURL",INFORMATIVE,47,2
"This WH Briefing is Shockingly Embarrassing. @USER Is A Bafoon. At the End of the 15 day period (6 more days) all will be cool folks.👍 Because ""countries"" like #Idaho have low cases &amp; 50,000 deaths a year from accidents. #COVIDIOTS #COVIDー19 #COVID19 #Coronavirus HTTPURL",UNINFORMATIVE,45,2
"Trajectories of Covid-19 cases. US has a big reservoir of previously undetected cases because of 6 weeks of slow-walking tests. Cases now showing up rapidly, faster growth at comparable stage than Iran, Italy, Spain, China. From HTTPURL HTTPURL",UNINFORMATIVE,38,1
"Donald Trump has questioned China's reporting of their positive cases of #coronavirus and death numbers, calling them ''a little bit on the light side''. China has publicly reported only about 82,000 cases and 3,300 deaths @USER",INFORMATIVE,36,1
"🔥CBS reporter: “When U issued the ban, the virus was already here” 🔥Trump: “There were ZERO deaths when I issued the ban, &amp; U should say “thank U very much for good judgment!”💥 WHERE were reporters asking Obama why he DIDNT issue a ban during SwineFlu!? RIDICULOUS! #COVID19 HTTPURL",UNINFORMATIVE,49,2
"🔴In Istanbul Çaglayan Justice Palace the judge's spouse tested positive for coronavirus 🦠After the judge of the sixth Court of Peace in Çağlayan, B.L.'s thirty five years old banker spouse tested positive for coronavirus, court staff and and the judge are quarantined. HTTPURL",INFORMATIVE,43,1
Washington State has helped to create a mobile app that frontline staff working in tents and parking lots can use to track and triage suspected cases of #COVID-19. See our Q&amp;A with @USER Susan Birch and Medicaid medical director Christopher Chen HTTPURL HTTPURL,UNINFORMATIVE,43,1
“According to their report if you come in contact with someone who tests positive for COVID-19 you have a 1–5% chance of catching it as well.” Who’s report? The World Health Organization. This is a long read but very worth while HTTPURL,UNINFORMATIVE,42,1
#Congress leader Ahmed Patel (@USER has demanded that the central government increase disaster risk management funds to states with high number of cases of #coronavirus. #Covid_19 HTTPURL,UNINFORMATIVE,27,1
"@USER @USER I'm not sure to be honest. I knew Sweden had one already, and Germany too I believe. I had a hunch that Norway would also be similarly sensible. I strongly suspect it was general advice that existed pre-Covid-19.",UNINFORMATIVE,40,1
"Coronavirus in Tamil Nadu: Coworking business hit hard, 70% drop in attendance HTTPURL",UNINFORMATIVE,13,0
"🏗 Turkish construction companies in Istanbul have laid off more than 15,000 workers in the past 15 days as the outbreak of the coronavirus spread - labour union HTTPURL",UNINFORMATIVE,29,1
@USER @USER @USER Some of the worst news America and the world has received in recent days is Donald Trump tested negative for coronavirus.,INFORMATIVE,24,1
"Criminal investigation launched into Ruby Princess cruise ship coronavirus disaster At least 11 passengers from ship have now died, more than 30% of Australia’s total coronavirus deaths HTTPURL",INFORMATIVE,28,1
26 Nurses &amp; 3 Doctors tested positive. Source likely to be a 70 year old heart patient. I will not blame Uddhav but rather blame Doctors &amp; nurses who have not taken precaution &amp; patient &amp; his family who hid the Corona details HTTPURL,INFORMATIVE,44,1
And trump goes to CDC lies &amp; the numbers are DISAPPEARING from the #CDC WEBSITE!! Bcuz trump doesn’t want the new confirmed #coronavirus and #COVID19 🇺🇸 cases HIGH.. CDC is in ATL &amp; the nurse told us it’s turning into political BULLSHIT to make it sound better🤬 Read this @USER,UNINFORMATIVE,50,2
The WHO is being haunted by an old tweet saying that China found no human transmission of coronavirus HTTPURL HTTPURL,UNINFORMATIVE,20,0
